activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,STATUS
,89900,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc2c(c1)S[C@H](c1cccnc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '13.97', 'le': '0.27', 'lle': '0.65', 'sei': '11.43'}",CHEMBL83060,,CHEMBL83060,6.27,0,http://www.openphacts.org/units/Nanomolar,154453,=,1,1,=,,IC50,nM,,542.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,542.0,active
,90912,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '19.93', 'le': '0.39', 'lle': '2.62', 'sei': '20.33'}",CHEMBL85650,,CHEMBL85650,8.52,0,http://www.openphacts.org/units/Nanomolar,154448,=,1,1,=,,IC50,nM,,3.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3.0,active
,99979,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '17.94', 'le': '0.34', 'lle': '2.77', 'sei': '13.78'}",CHEMBL313941,,CHEMBL313941,8.57,0,http://www.openphacts.org/units/Nanomolar,154455,=,1,1,=,,IC50,nM,,2.7,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,2.7,active
,99984,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '19.72', 'le': '0.38', 'lle': '2.64', 'sei': '19.45'}",CHEMBL313825,,CHEMBL313825,8.15,0,http://www.openphacts.org/units/Nanomolar,154441,=,1,1,=,,IC50,nM,,7.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,7.0,active
,102959,[],CHEMBL679322,Binding affinity for estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1c2ccccc2C(=O)C12C(c1cccc(O)c1)=Cc1cc(O)ccc12,,,CHEMBL1147609,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '18.16', 'le': '0.33', 'lle': '2.47', 'sei': '8.63'}",CHEMBL25580,,CHEMBL25580,6.44,0,http://www.openphacts.org/units/Nanomolar,36900,=,1,1,=,,IC50,nM,,366.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,366.0,active
,102968,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc2c(c1)S[C@H](c1cccs1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '17.76', 'le': '0.35', 'lle': '1.77', 'sei': '19.21'}",CHEMBL83623,,CHEMBL83623,8.06,0,http://www.openphacts.org/units/Nanomolar,154454,=,1,1,=,,IC50,nM,,8.8,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,8.8,active
,102973,[],CHEMBL679321,Binding affinity towards human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc2c(c1)S[C@H](CC1CCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,,,CHEMBL1146734,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '18.79', 'le': '0.36', 'lle': '2.09', 'sei': '20.33'}",CHEMBL315271,,CHEMBL315271,8.52,0,http://www.openphacts.org/units/Nanomolar,154444,=,1,1,=,,IC50,nM,,3.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3.0,active
,150637,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(COCCN3CCCCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '18.09', 'le': '0.35', 'lle': '2.57', 'sei': '13.90'}",CHEMBL122237,,CHEMBL122237,8.64,0,http://www.openphacts.org/units/Nanomolar,235084,=,1,1,=,,IC50,nM,,2.3,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,2.3,active
,150643,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3=CCNCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '21.21', 'le': '0.40', 'lle': '3.41', 'sei': '14.35'}",CHEMBL334096,,CHEMBL334096,8.85,0,http://www.openphacts.org/units/Nanomolar,235075,=,1,1,=,,IC50,nM,,1.4,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1.4,active
,150649,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '20.71', 'le': '0.40', 'lle': '4.18', 'sei': '16.02'}",CHEMBL121978,,CHEMBL121978,9.00,0,http://www.openphacts.org/units/Nanomolar,235082,=,1,1,=,,IC50,nM,,1.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1.0,active
,164097,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2CCCN2CCCCC2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '23.75', 'le': '0.46', 'lle': '4.19', 'sei': '17.30'}",CHEMBL122208,,CHEMBL122208,9.15,0,http://www.openphacts.org/units/Nanomolar,235074,=,1,1,=,,IC50,nM,,0.7,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,0.7,active
,165281,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CCCN3CCCCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '19.18', 'le': '0.37', 'lle': '2.37', 'sei': '16.73'}",CHEMBL124474,,CHEMBL124474,8.85,0,http://www.openphacts.org/units/Nanomolar,235085,=,1,1,=,,IC50,nM,,1.4,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1.4,active
,170296,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '18.82', 'le': '0.36', 'lle': '3.23', 'sei': '15.03'}",CHEMBL121879,,CHEMBL121879,8.44,0,http://www.openphacts.org/units/Nanomolar,235078,=,1,1,=,,IC50,nM,,3.6,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3.6,active
,171485,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3CCNCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '20.90', 'le': '0.40', 'lle': '3.24', 'sei': '14.21'}",CHEMBL125119,,CHEMBL125119,8.77,0,http://www.openphacts.org/units/Nanomolar,235083,=,1,1,=,,IC50,nM,,1.7,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1.7,active
,171491,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '20.06', 'le': '0.38', 'lle': '3.79', 'sei': '16.02'}",CHEMBL121720,,CHEMBL121720,9.00,0,http://www.openphacts.org/units/Nanomolar,235077,=,1,1,=,,IC50,nM,,1.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,1.0,active
,172711,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(N3CCNCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '19.87', 'le': '0.38', 'lle': '3.89', 'sei': '12.86'}",CHEMBL332625,,CHEMBL332625,8.36,0,http://www.openphacts.org/units/Nanomolar,235076,=,1,1,=,,IC50,nM,,4.4,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4.4,active
,177547,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CN3CCCCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '15.71', 'le': '0.30', 'lle': '0.76', 'sei': '12.87'}",CHEMBL340111,,CHEMBL340111,6.81,0,http://www.openphacts.org/units/Nanomolar,235073,=,1,1,=,,IC50,nM,,155.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,155.0,active
,178855,[],CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(N3CCCNCC3)cc2)cc1,,,CHEMBL1148423,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '19.43', 'le': '0.37', 'lle': '3.58', 'sei': '13.00'}",CHEMBL340606,,CHEMBL340606,8.44,0,http://www.openphacts.org/units/Nanomolar,235081,=,1,1,=,,IC50,nM,,3.6,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,3.6,active
,266583,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1[C@H](O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '13.06', 'le': '0.26', 'lle': '-0.09', 'sei': '9.25'}",CHEMBL1627351,,CHEMBL1627351,7.50,0,http://www.openphacts.org/units/Nanomolar,58228,=,1,1,=,,IC50,nM,,32.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,32.0,active
,271679,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '13.46', 'le': '0.30', 'lle': '0.77', 'sei': '10.55'}",CHEMBL1627353,,CHEMBL1627353,6.40,0,http://www.openphacts.org/units/Nanomolar,58229,=,1,1,=,,IC50,nM,,397.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,397.0,active
,277811,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](Sc4ccc(/C=C/C(=O)O)cc4)[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '16.28', 'le': '0.31', 'lle': '1.86', 'sei': '9.44'}",CHEMBL1628170,,CHEMBL1628170,7.34,0,http://www.openphacts.org/units/Nanomolar,58225,=,1,1,=,,IC50,nM,,46.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,46.0,active
,279000,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)/C=C/c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)cc1,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '14.71', 'le': '0.28', 'lle': '1.55', 'sei': '11.56'}",CHEMBL1627356,,CHEMBL1627356,7.03,0,http://www.openphacts.org/units/Nanomolar,58226,=,1,1,=,,IC50,nM,,94.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,94.0,active
,281418,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1C(=O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '13.08', 'le': '0.26', 'lle': '-0.25', 'sei': '9.61'}",CHEMBL1628199,,CHEMBL1628199,7.48,0,http://www.openphacts.org/units/Nanomolar,58235,=,1,1,=,,IC50,nM,,33.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,33.0,active
,294705,[],CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,,,CHEMBL1132758,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '14.42', 'le': '0.28', 'lle': '-0.04', 'sei': '13.24'}",CHEMBL1627354,,CHEMBL1627354,8.05,0,http://www.openphacts.org/units/Nanomolar,58227,=,1,1,=,,IC50,nM,,9.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,9.0,active
,305633,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '16.63', 'le': '0.33', 'lle': '1.49', 'sei': '14.63'}",CHEMBL126164,,CHEMBL126164,7.75,0,http://www.openphacts.org/units/Nanomolar,235246,=,1,1,=,,IC50,nM,,18.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,18.0,active
,319715,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '16.01', 'le': '0.32', 'lle': '1.04', 'sei': '14.51'}",CHEMBL331996,,CHEMBL331996,7.68,0,http://www.openphacts.org/units/Nanomolar,235245,=,1,1,=,,IC50,nM,,21.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,21.0,active
,320952,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '16.31', 'le': '0.32', 'lle': '1.18', 'sei': '14.78'}",CHEMBL341367,,CHEMBL341367,7.82,0,http://www.openphacts.org/units/Nanomolar,235242,=,1,1,=,,IC50,nM,,15.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,15.0,active
,323641,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)c(Br)c2)c1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '15.03', 'le': '0.34', 'lle': '0.99', 'sei': '15.87'}",CHEMBL125362,,CHEMBL125362,8.40,0,http://www.openphacts.org/units/Nanomolar,235237,=,1,1,=,,IC50,nM,,4.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4.0,active
,323645,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)c(Br)c2)cc1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '14.86', 'le': '0.33', 'lle': '0.89', 'sei': '15.68'}",CHEMBL124482,,CHEMBL124482,8.30,0,http://www.openphacts.org/units/Nanomolar,235244,=,1,1,=,,IC50,nM,,5.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,5.0,active
,335243,[],CHEMBL677478,Binding affinity for human estrogen receptor alpha,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,,,CHEMBL1146804,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '15.42', 'le': '0.35', 'lle': '1.38', 'sei': '15.87'}",CHEMBL123025,,CHEMBL123025,8.40,0,http://www.openphacts.org/units/Nanomolar,235243,=,1,1,=,,IC50,nM,,4.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,4.0,active
,531249,[],CHEMBL679892,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,,,CHEMBL1135674,J. Med. Chem.,2002.0,"{'bei': '14.44', 'le': '0.28', 'lle': '3.60', 'sei': '7.78'}",CHEMBL153405,,CHEMBL153405,6.96,0,http://www.openphacts.org/units/Nanomolar,297122,=,1,1,=,,IC50,nM,,110.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,IC50,nM,UO_0000065,,110.0,active
